Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,188.0,186.5399932861328,187.05999755859375,187.89999389648438,5273000.0,186.75048828125
2020-01-02,191.13999938964844,188.72000122070312,189.0,191.1199951171875,8733000.0,189.95077514648438
2020-01-03,190.9600067138672,187.9199981689453,188.41000366210938,189.60000610351562,4899700.0,188.44007873535156
2020-01-06,189.2100067138672,187.16000366210938,188.0,189.19000244140625,10109500.0,188.0325927734375
2020-01-07,190.10000610351562,188.60000610351562,189.58999633789062,188.69000244140625,4392300.0,187.53565979003906
2020-01-08,192.5,188.8000030517578,189.49000549316406,191.9199981689453,5712000.0,190.74588012695312
2020-01-09,193.9199981689453,192.52000427246094,193.0,193.25,6748000.0,192.0677490234375
2020-01-10,194.57000732421875,193.11000061035156,193.5,193.77000427246094,6586400.0,192.58457946777344
2020-01-13,195.60000610351562,194.27999877929688,194.44000244140625,195.3300018310547,11290500.0,194.13504028320312
2020-01-14,196.9499969482422,195.13999938964844,196.74000549316406,196.0500030517578,6236500.0,194.8506317138672
2020-01-15,200.14999389648438,196.32000732421875,197.0,199.8000030517578,10831100.0,198.5776824951172
2020-01-16,201.5,199.77999877929688,201.0,200.9499969482422,9983700.0,199.7206573486328
2020-01-17,204.75,199.97999572753906,201.75999450683594,204.6999969482422,12518900.0,203.4477081298828
2020-01-21,208.38999938964844,203.8000030517578,204.1300048828125,207.2899932861328,14861700.0,206.02186584472656
2020-01-22,210.1300048828125,207.2899932861328,207.50999450683594,207.89999389648438,8065000.0,206.62814331054688
2020-01-23,208.39999389648438,205.3000030517578,207.89999389648438,206.52000427246094,8520800.0,205.256591796875
2020-01-24,207.99000549316406,204.2100067138672,207.4199981689453,205.0,7812900.0,203.74588012695312
2020-01-27,203.3300018310547,199.10000610351562,200.0,201.69000244140625,7198900.0,200.4561309814453
2020-01-28,203.83999633789062,201.77999877929688,202.38999938964844,202.85000610351562,7215700.0,201.60902404785156
2020-01-29,205.9199981689453,202.50999450683594,204.3000030517578,204.86000061035156,7041700.0,203.60671997070312
2020-01-30,208.5,203.32000732421875,204.0,208.2100067138672,8571900.0,206.93624877929688
2020-01-31,203.97999572753906,198.25999450683594,201.49000549316406,198.97000122070312,16699600.0,197.75274658203125
2020-02-03,202.25999450683594,199.85000610351562,199.94000244140625,200.80999755859375,10887900.0,199.58151245117188
2020-02-04,204.9199981689453,202.22999572753906,203.5,203.55999755859375,10205900.0,202.31466674804688
2020-02-05,205.60000610351562,199.9499969482422,205.5,202.80999755859375,8672400.0,201.5692596435547
2020-02-06,204.6300048828125,202.47999572753906,203.0500030517578,203.0399932861328,7001200.0,201.7978515625
2020-02-07,203.8300018310547,201.08999633789062,201.97999572753906,202.74000549316406,5691100.0,201.49969482421875
